trade_date,600000.SH,600009.SH,600016.SH,600028.SH,600030.SH,600031.SH,600036.SH,600048.SH,600050.SH,600104.SH,600196.SH,600276.SH,600309.SH,600438.SH,600519.SH,600547.SH,600570.SH,600585.SH,600588.SH,600690.SH,600703.SH,600745.SH,600809.SH,600837.SH,600887.SH,600893.SH,600918.SH,601012.SH,601066.SH,601088.SH,601138.SH,601166.SH,601211.SH,601288.SH,601318.SH,601336.SH,601398.SH,601601.SH,601628.SH,601668.SH,601688.SH,601818.SH,601857.SH,601888.SH,601899.SH,601995.SH,603259.SH,603288.SH,603501.SH,603986.SH
20221202,7.23,53.71,3.49,4.5,19.83,15.7,34.39,16.15,4.74,15.06,36.5,40.5,89.94,43.01,1633.88,20.8,40.1,28.18,22.58,24.02,18.21,55.49,261.99,8.95,29.74,44.2,6.85,47.98,24.67,29.39,9.14,17.41,14.12,2.86,44.62,28.3,4.24,23.85,35.3,5.68,13.15,2.95,5.2,199.4,10.11,38.22,77.7,75.35,81.79,98.7
20221205,7.36,55.3,3.55,4.62,20.83,16.32,36.1,16.3,5.2,15.26,36.43,39.88,91.2,42.13,1664.9,20.94,40.3,29.8,23.16,24.79,18.39,56.95,264.4,9.2,30.64,44.4,7.02,46.36,25.95,29.83,9.28,17.91,14.41,2.89,47.28,30.43,4.3,25.34,37.1,6.11,13.51,3.02,5.32,204.92,10.45,39.7,78.4,76.51,82.09,99.99
20221206,7.36,56.42,3.58,4.65,20.9,16.24,35.85,16.09,4.97,15.29,34.81,39.88,92.88,42.14,1688,20.71,39.97,29.11,22.84,24.79,18.56,57.72,274,9.12,31.18,45.1,6.98,45.86,25.85,29.95,9.44,17.79,14.32,2.89,47.44,30.26,4.31,25.44,36.85,5.97,13.46,3.08,5.28,210,10.41,39.46,78.21,80.01,85.88,102.13
20221207,7.34,57.15,3.56,4.59,20.59,16.04,35.32,15.7,5.09,15.23,34.93,40.58,92.63,42.35,1684,20.37,39.71,28.8,22.69,24.54,18.4,56.8,275.31,9.06,31.58,45.02,6.96,45.93,25.84,29.24,9.42,17.58,14.22,2.88,46.7,30.1,4.29,24.85,36.12,5.88,13.28,3.08,5.19,214.4,10.27,39.65,78.88,81.8,84.15,100.1
20221208,7.38,57.89,3.56,4.53,20.51,16.05,35.45,15.95,5.09,15.24,36.93,38.87,92.44,42.28,1687.02,20.51,39.62,28.99,22.35,24.6,18.16,55.88,278,9.1,31.23,44.62,6.91,46.5,25.65,29.1,9.42,17.74,14.21,2.9,47.15,30.25,4.3,25.01,36.36,5.9,13.26,3.11,5.15,214.5,10.32,40.2,80.04,80,83.03,98.48
20221209,7.32,58.26,3.57,4.51,20.64,16.91,36.75,16.45,4.95,15.24,37,38.82,93.4,41.99,1730,20.59,39.5,30.25,22.62,25.45,18.23,56.2,284.19,9.1,31.99,44,6.95,46.3,25.65,29.11,9.46,18,14.3,2.89,47.6,30.51,4.3,25.28,36.2,5.94,13.3,3.12,5.14,213.23,10.61,40.43,80,80.2,84.7,99.36
20221212,7.26,58.97,3.51,4.48,20.24,16.62,35.79,15.75,5.08,15.04,37.49,38.88,90.81,41.41,1739.02,19.29,39.94,29.54,23.75,24.9,18.27,59.5,277.7,9.03,31.75,43.62,6.78,45.49,25.17,28.43,9.46,17.53,14.19,2.86,46.17,29.16,4.27,24.04,35.35,5.77,13.12,3.13,5.09,215.77,10.33,38.75,80.71,79.75,87.01,106.7
20221213,7.32,59.01,3.51,4.48,20.3,16.57,36.14,15.96,4.94,15.11,37.37,38.38,91.15,40.84,1750,19.8,38.79,29.7,23.03,24.91,17.93,58.5,279.05,9.03,31.29,43.01,6.78,44.9,24.84,28.65,9.45,17.7,14.18,2.88,46.7,29.32,4.3,24.54,35.46,5.77,13.16,3.12,5.1,213.74,10.34,38.69,78.8,80.46,85.56,107.82
20221214,7.32,60.1,3.51,4.46,20.54,16.78,36.91,15.77,4.77,15.14,38.61,38.44,91.8,40.75,1770.87,19.88,38.9,29.7,23.19,24.93,18.09,57.58,288.92,9.08,31.72,43.18,6.83,44.63,25.05,28.82,9.42,17.76,14.21,2.89,46.89,29.4,4.29,24.53,35.39,5.71,13.18,3.1,5.14,218.84,10.47,39.01,78.64,81.6,84.58,104.5
20221216,7.35,60.4,3.51,4.45,20.41,16.71,37.09,16.02,4.84,15.25,40.04,38,91.4,40.49,1786.87,19.27,38.39,29.64,22.86,25,18.13,56.3,286.81,9.01,31.42,42.76,6.68,44.63,24.92,28.58,9.5,17.65,14.11,2.9,46.9,29.39,4.29,24.71,35.63,5.69,13.08,3.19,5.11,221.7,10.3,38.73,79.08,80.79,83.23,103.62
20221219,7.24,60.2,3.45,4.35,19.96,16.39,36.5,15.77,4.56,15.03,37.2,37.19,90.73,40.26,1773,19.07,38.5,28.68,22.13,24.79,17.76,54.3,283.99,8.75,31.39,41.78,6.49,44.6,24.02,28.14,9.37,17.33,13.75,2.88,45.77,28.26,4.26,24.01,34.99,5.53,12.73,3.1,5.02,218,10.06,37.57,77.28,80.08,81.68,100.58
20221220,7.14,57.89,3.42,4.34,19.71,15.8,35.72,15.39,4.52,14.72,36.78,36.51,89.61,39.89,1715,18.98,36.79,28.12,21.59,24.04,17.76,54.43,271.74,8.66,30.5,41.81,6.43,44.8,24.16,27.91,9.29,16.98,13.67,2.85,44.93,28.11,4.23,23.85,34.76,5.49,12.69,3.04,5,213.2,9.9,37.46,75.31,77.92,81.93,101.25
20221221,7.19,59.54,3.42,4.36,19.74,15.99,35.95,15.38,4.53,14.69,37.05,36.14,89.85,39.1,1739,19,36.86,28.22,21.44,24.46,17.26,53.86,277.84,8.64,30.93,41.36,6.39,43.61,24.06,27.73,9.35,17.11,13.6,2.85,45.26,28.48,4.25,24,35.45,5.46,12.63,3.05,4.99,215.09,9.97,37.27,75.18,78.26,80.91,101.22
20221222,7.24,59.44,3.43,4.36,19.87,16.21,36.5,15.46,4.54,14.77,35.7,36.63,91.57,38.15,1768,18.84,37.67,28.44,21.59,24.74,17.4,52.93,282.78,8.62,30.85,41.58,6.37,40.86,24.06,27.52,9.29,17.26,13.52,2.86,45.88,28.66,4.27,23.95,35.85,5.43,12.64,3.04,5,221.04,10.01,37.66,77,78.39,80.02,100.35
20221223,7.19,59.63,3.41,4.34,19.79,16.14,36.37,15.66,4.8,14.67,37.07,36.75,88.81,37.99,1771,18.81,38.5,28.3,22.6,24.57,17.52,52.72,283.96,8.6,31.1,41.5,6.43,40.54,23.97,27.67,9.18,17.25,13.49,2.87,45.64,28.5,4.25,23.97,36.38,5.42,12.65,3.01,4.98,223.33,9.9,37.98,77.02,80.57,79.09,94.7
20221226,7.1,59.4,3.4,4.31,19.67,16.21,35.95,15.13,4.78,14.71,36.21,37.56,90.28,38.99,1742.06,18.65,39.59,28,22.9,24.23,17.59,54.41,281.7,8.63,30.57,42.25,6.42,42,23.86,27.67,9.16,17.16,13.53,2.85,44.66,28.13,4.26,23.48,35.59,5.37,12.58,2.99,4.98,218.15,9.78,37.76,77.71,79.54,80.69,101.21
20221227,7.22,59.3,3.43,4.37,20.14,16.18,36.67,15.26,4.81,14.76,35.18,37.07,91.84,40.07,1733,18.99,39.74,28.15,22.98,25.09,17.52,54.86,286,8.7,31.16,41.97,6.44,42.39,24.13,28.07,9.21,17.43,13.64,2.89,45.58,29.24,4.3,24.13,36.9,5.41,12.71,3.06,5.01,218.21,10.05,38.4,78.94,79.68,80.5,103.91
20221228,7.3,58.1,3.43,4.42,20.05,15.84,37.33,15.37,4.6,14.63,35.37,37.4,92.86,39.57,1733,19.06,39.31,27.92,23,24.94,17.18,53.38,285.35,8.66,30.93,41.15,6.4,42.8,23.97,28.16,9.17,17.61,13.58,2.9,46.28,29.31,4.32,24.27,36.95,5.39,12.69,3.06,5.05,218.8,10,38.67,79.13,80.31,77.52,103.2
20221229,7.24,57.41,3.43,4.34,19.78,15.66,37.23,15.01,4.51,14.33,35.65,38.13,92.91,38.89,1719,18.91,40.37,27.38,23.8,24.69,17.09,53.15,282.83,8.64,30.87,42.27,6.37,42.62,23.79,27.57,9.07,17.44,13.53,2.88,45.82,29.04,4.3,23.87,36.72,5.32,12.67,3.04,4.96,216.15,9.84,38.38,80.94,78.83,77.92,103.17
20221230,7.28,57.71,3.45,4.36,19.91,15.8,37.26,15.13,4.48,14.41,35.24,38.53,92.65,38.58,1727,19.16,40.46,27.38,24.17,24.46,17.16,52.58,284.99,8.69,31,42.28,6.41,42.26,23.75,27.62,9.18,17.59,13.59,2.91,47,30.08,4.34,24.52,37.12,5.43,12.74,3.07,4.97,216.03,10,38.13,81,79.6,77.09,102.47
20230103,7.23,56.25,3.44,4.4,19.9,15.8,37.58,15.42,4.93,14.41,35.57,38.44,92.4,38.72,1730.01,19.49,41.9,27.71,24.9,24.37,17.4,53.81,275.84,8.59,30.7,43.78,6.43,42.03,23.98,28.01,9.31,17.77,13.45,2.9,47.15,30.11,4.31,23.92,36.7,5.49,11.89,3.04,5.01,214.1,10.53,38.4,81.69,77.69,77.49,103.2
20230104,7.31,56.43,3.47,4.41,20.15,16.05,38.65,16.02,5.02,14.41,35.67,38.77,92.45,37.5,1725.01,19.58,42.76,28.14,24.88,24.86,17.44,54.02,276,8.61,30.58,43.84,6.43,40.65,23.92,27.73,9.35,18.07,13.46,2.93,48.53,31.22,4.36,24.71,37.73,5.6,11.9,3.11,4.99,215.11,10.3,38.22,82.6,77,77.89,100.41
20230105,7.35,58.34,3.48,4.39,20.44,16.34,38.5,16.36,5.07,14.47,36.51,39.55,92.9,38.55,1801,19.38,42.09,28.38,24.53,25.71,17.6,54.43,286.06,8.71,31.54,44.14,6.48,41.07,24.39,27.6,9.49,18.09,13.61,2.93,48.93,31.94,4.33,25,37.93,5.59,12.06,3.1,4.98,225.9,10.39,38.58,87.97,79.96,79.5,102.66
20230106,7.34,57,3.47,4.38,20.41,16.5,38.38,16.13,4.99,14.47,36.1,39.31,93.68,40.5,1803.77,19.2,42.21,28.58,24.27,25.64,17.84,54.26,287.5,8.7,31.5,43.97,6.46,42.67,24.41,27.62,9.38,18.1,13.61,2.92,49.74,32.11,4.34,24.83,37.03,5.52,12,3.08,4.97,224.67,10.43,38.84,87.57,79.3,81.57,102.88
20230109,7.34,58.53,3.46,4.38,20.65,16.95,38.8,15.84,4.98,14.48,36.17,39.55,93.11,40.09,1841.2,19.96,42.53,28.44,24.35,25.56,17.87,55.34,289.98,8.82,31.6,42.54,6.52,42.27,24.97,27.7,9.51,18.08,13.73,2.92,50.91,32.55,4.33,24.89,37.27,5.53,12.13,3.08,4.98,225.68,11.44,38.97,89.39,80.23,83.02,105.06
20230110,7.28,58,3.43,4.37,20.44,16.88,38.25,15.9,4.98,14.49,35.77,39.38,90.9,39.98,1854.45,19.9,42.98,28.35,24.12,25.75,18.16,55.78,294,8.8,32.51,41.81,6.49,42.57,24.71,27.44,9.4,17.78,13.72,2.91,49.21,31.71,4.3,24.16,36.4,5.43,12.11,3.05,4.96,231.98,11.41,38.52,89.53,80.15,85.49,106.38
20230111,7.3,57.16,3.44,4.41,20.34,16.72,38.92,16.29,4.96,14.43,35.36,38.45,90.47,39.57,1844.95,19.78,41.98,28.55,23.58,26.08,17.76,54.85,294,8.75,32.45,41.31,6.42,42.4,24.18,28.82,9.36,17.98,13.64,2.91,50.7,32.45,4.31,25.08,36.99,5.43,12.02,3.05,4.97,228.6,11.49,38.2,89.56,78.9,83.5,107.1
20230112,7.27,57.09,3.41,4.44,20.46,16.75,39.05,15.9,5.11,14.38,34.91,37.79,91.2,39.67,1834,19.58,42.08,28.05,23.68,25.74,17.79,55.1,297.3,8.82,32.23,41.44,6.46,43.39,24.4,28.8,9.32,18.05,13.7,2.92,50.91,32.26,4.3,25.38,37.12,5.39,12.05,3.06,5.04,225.02,11.42,39.55,90.92,79,83.75,106.33
20230113,7.34,58,3.45,4.45,20.75,17.02,39.66,15.83,5.06,14.52,35.92,39.27,93.33,39.64,1887,19.6,42.21,28.92,23.4,26.39,17.89,55.25,306.56,8.94,32.59,41.72,6.57,43.4,25.95,28.98,9.43,18.23,13.88,2.94,52.35,33.89,4.34,25.95,38.05,5.45,12.2,3.09,5.09,228.5,11.55,39.69,91,82.31,84.37,108.43
20230116,7.33,63,3.47,4.47,21.54,17.02,40.47,15.96,5.02,14.7,36.89,43.13,95.46,40.82,1912.9,19.82,44,29.32,23.88,27.22,18.2,56.9,311.9,9.21,33.4,42.63,6.84,44,26.55,28.62,9.5,18.23,14.23,2.91,52.09,33.35,4.34,26.23,37.43,5.46,12.7,3.07,5.11,232.8,11.51,40.11,98.18,85.08,91.25,115.02
20230117,7.3,62.89,3.47,4.45,21.63,17.18,40.68,16.05,4.95,14.73,36.28,42.18,95.65,40.77,1908,19.62,43.99,29.19,23.65,26.94,18.41,57.35,306,9.26,33.75,43.21,6.93,44.28,26.86,28.66,9.52,18.2,14.3,2.91,51.5,33.06,4.33,25.86,36.1,5.39,12.93,3.06,5.08,230.99,11.29,40.1,95.66,84.5,93,120.01
20230118,7.31,63.18,3.48,4.47,21.38,17.1,40.38,15.74,5.07,14.72,36.43,41.57,94.93,40.9,1893,19.65,46,29.03,24.4,26.55,18.35,57.69,299.13,9.25,32.23,43.16,6.98,44.73,26.72,28.51,9.53,18.04,14.25,2.92,51.55,32.72,4.34,25.81,36.2,5.37,12.86,3.09,5.09,229.3,11.39,39.76,94.73,83.06,93.18,116.69
20230120,7.36,61.99,3.5,4.54,21.67,17.27,41.05,15.8,5.53,14.84,36.31,43.54,94.92,41.93,1860.01,20,46.21,29.48,26.08,26.39,19.03,59.51,296.4,9.42,32.33,43.8,7.04,47.15,27.35,28.71,9.53,17.96,14.49,2.92,52.1,33.13,4.33,26.29,36.1,5.57,13.13,3.1,5.19,230.5,11.91,40.03,97.5,79.74,96.58,122.63
20230130,7.4,61,3.5,4.52,21.61,17.26,42.03,15.52,5.33,15.02,34.5,43.25,97.87,41.71,1888,19.85,46.29,29.13,24.95,26.15,19.05,59.98,296.93,9.44,33.25,45.29,6.97,48,26.84,28.06,9.64,17.9,14.42,2.92,51.48,31.77,4.32,26,34.8,5.5,13.03,3.08,5.21,217.49,11.53,39.51,96.34,80.29,96.3,121.25
20230131,7.37,60.5,3.49,4.52,21.41,17.52,41.21,15.73,5.23,15.02,34.02,42.21,96.61,42.21,1845.76,19.79,47.22,29.42,24.51,25.7,18.84,58.42,291.55,9.34,32.58,45.35,6.91,48.15,26.99,28.39,9.51,17.62,14.27,2.91,50.98,31.12,4.32,25.8,34.04,5.54,12.97,3.07,5.17,212.3,11.79,39.93,93.25,79.34,94.16,114.55
20230201,7.36,60.49,3.5,4.52,22.09,17.23,40.54,15.59,5.28,15.19,34.23,42.64,96.95,42.54,1844.97,20.19,47.78,29.52,24.72,25.76,19.55,59.93,290.93,9.59,32.58,45.96,7.13,48.69,28.5,28.28,9.58,17.5,14.55,2.92,51.35,31.19,4.31,25.99,33.94,5.57,13.22,3.06,5.2,212.85,12.27,40.99,93.88,79.24,94.82,115
20230202,7.36,60.51,3.48,4.52,21.43,16.99,40.03,15.65,5.2,14.96,34.36,43,100.04,41.84,1836.11,20.41,47.22,29.6,25.72,26.36,19.73,59.63,291.4,9.46,32.52,45.28,7.09,48.65,27.48,28.49,9.55,17.41,14.38,2.92,50.83,30.88,4.3,25.85,33.89,5.53,13.03,3.05,5.18,215.22,12.07,41,95,79.88,95.1,117.09
20230203,7.27,60.77,3.45,4.47,21.36,16.66,39.3,15.33,5.24,14.84,34.17,42.8,99.98,40.98,1818,19.95,47.84,29.07,26.25,25.91,19.98,59.78,286.58,9.36,32.03,46.76,7.06,47.01,27.09,28.25,9.36,17.26,14.28,2.91,49.6,30.45,4.3,25.5,33.51,5.41,12.9,3.03,5.17,210.96,11.85,40.9,93.8,78.59,94.07,117.52
20230206,7.25,61,3.43,4.49,20.85,16.48,38.35,15.02,5.03,14.85,33.65,42.49,99.19,40.75,1795,19.11,47.37,28.64,25.7,25.49,19.49,59.04,281.35,9.17,31.12,45.87,6.99,46.4,26.5,28.12,9.33,17.15,14.16,2.92,48.16,29.95,4.29,25.54,33.49,5.4,12.69,3.01,5.15,206.16,11.39,39.77,91.44,78.6,92.37,114.39
20230207,7.24,60.32,3.44,4.5,20.9,16.52,38.41,15.28,5.02,14.9,33.76,42.1,98.04,40.72,1797,19.25,46.66,28.87,25.16,25.89,19.55,58.53,284.54,9.19,31.02,45.44,6.99,46.04,26.68,28.15,9.27,17.17,14.19,2.92,48.7,30.15,4.29,25.4,33.7,5.5,12.7,3.02,5.17,205.56,11.56,40.24,91.7,78.13,92.64,113.49
20230208,7.23,60.85,3.44,4.51,20.87,16.45,38.49,15.54,4.85,14.85,33.67,42.96,97.26,40.78,1784,19.11,47.8,28.59,25.05,26.16,19.45,57.96,280.46,9.15,31.26,44.67,6.94,45.88,26.36,27.91,9.26,17.11,14.1,2.92,48.5,30.04,4.3,25.75,33.41,5.41,12.6,3,5.15,204.31,11.37,39.83,90.73,77.3,91.7,113.08
20230209,7.26,60.6,3.45,4.51,21.17,16.64,38.49,15.68,4.94,14.9,33.73,43.65,97.48,41.16,1818,19.18,47.28,28.69,25.84,26.28,19.8,60.77,289,9.25,31.5,45.31,7.04,46.24,26.79,28.03,9.45,17.19,14.25,2.93,49.32,30.57,4.3,26.69,34.18,5.44,12.71,3.01,5.17,205.69,11.4,40.12,91.32,77.82,95,118.08
20230210,7.24,60.5,3.44,4.5,20.96,16.53,38.16,15.78,4.98,14.83,33.75,43.6,97.99,40.62,1810,19.04,46.4,28.9,24.88,26.16,20.46,61.11,287.01,9.21,31.46,45,6.98,45.38,26.72,27.7,9.78,17.19,14.22,2.93,49.3,30.5,4.31,26.42,34.23,5.43,12.66,3.01,5.14,204.42,11.19,39.96,89.77,77.7,94,116.55
20230213,7.23,61.79,3.44,4.49,20.93,18.18,37.72,15.57,5.04,14.88,33.85,44.97,97.97,40.4,1856.35,19.13,46.36,30.02,24.87,26.7,20.41,60.52,296.7,9.24,31.59,45.19,7.03,45.62,26.77,27.43,9.66,16.95,14.29,2.92,49.25,30.79,4.29,27.13,34.6,5.46,12.68,2.99,5.15,208,11.3,40.08,89.3,78.87,94.4,117.05
20230214,7.24,62.54,3.45,4.51,20.92,18.34,38,15.6,4.96,14.92,34.14,45.22,100,40.35,1843.79,19.26,46.36,29.96,24.49,26.77,20.54,59.44,299.5,9.24,31.63,44.96,7.02,45.44,26.68,27.52,9.7,17.05,14.29,2.91,49.9,31.29,4.3,27.76,35.23,5.49,12.67,2.99,5.17,205.45,11.57,40.21,89.08,78.87,93.87,115.86
20230215,7.2,61.78,3.44,4.51,20.75,18.23,37.17,15.12,5.05,14.95,34.07,44.81,99.41,40.64,1841,19.15,46.31,29.99,25.29,26.26,20.57,59.87,297.02,9.17,31.18,45.54,6.97,45.24,26.38,27.21,10.05,16.96,14.22,2.91,48.88,30.82,4.29,27.63,34.76,5.39,12.59,2.98,5.15,200.5,11.57,39.8,86.95,78.05,94.47,116.77
20230217,7.13,60.25,3.42,4.52,20.24,18.03,36.71,15,4.92,14.7,34.06,44.17,101.61,38.84,1820.78,18.76,43.97,30.06,23.25,25.94,19.25,56.17,294,9,30.69,44.36,6.77,43.37,25.76,27.03,9.71,16.71,14.02,2.92,48.8,30.36,4.28,27.12,34.42,5.37,12.36,2.95,5.15,200.54,11.36,38.78,85.21,78.3,87.88,108.74
20230220,7.26,61.57,3.45,4.62,21.04,19.56,38.49,15.26,5.29,15,34.23,45.22,104.01,39.88,1875,18.98,44.76,31.76,23.58,27.55,19.73,56.89,297.87,9.28,31.35,45,7.04,44.12,26.99,27.58,9.91,17.14,14.46,2.94,49.95,31.45,4.31,28.68,36.18,5.69,12.78,3,5.24,205.97,11.69,41.86,86.22,79.79,89.59,109.52
20230221,7.29,60.41,3.46,4.69,21.09,19.26,38.69,15.35,5.47,15.21,34.21,44.5,106.8,41.78,1867,19.1,45.3,31.95,23.24,27.6,19.69,57.31,292.27,9.28,31.49,45.52,7.05,45.19,27.1,27.89,9.88,17.21,14.5,2.94,50.01,31.63,4.32,28.64,36.15,5.77,12.81,3.01,5.26,203.5,12.13,43.12,85.26,80.6,89.23,108.85
20230222,7.24,59.8,3.43,4.65,20.8,19.34,38.16,15.19,5.31,15.13,34.09,44.11,103.2,41.58,1836,19.22,44.55,31.54,23.6,27.41,19.46,56.94,290.12,9.2,31.06,45.74,7.01,44.37,26.78,27.86,9.75,17.04,14.39,2.93,49.18,31.41,4.3,28.3,35.85,5.72,12.71,2.99,5.24,200.54,11.95,43.34,83.9,80.69,88.41,108.5
20230223,7.23,59.08,3.43,4.65,21.03,19.15,38.27,15.23,5.19,15.14,33.8,43.52,102.69,42.33,1818,19.17,44.2,31.76,23.09,27.14,19.44,56.58,289,9.24,31,45.56,7.07,45.79,26.97,28.02,9.7,17.05,14.46,2.93,48.98,31.33,4.3,28.01,35.84,5.7,12.75,2.99,5.25,199.99,11.95,43.37,84.08,80.47,88.04,108.53
20230224,7.18,58.66,3.41,4.63,20.59,18.66,37.46,14.92,5.16,14.96,33.68,43.19,101.74,41.72,1788,18.95,44.51,31.09,23.07,26.54,19.32,55.5,281.88,9.15,30.61,45.94,7,44.71,26.51,27.85,9.62,16.9,14.28,2.92,48.2,31,4.29,27.66,35.53,5.62,12.56,2.97,5.23,197.51,11.63,43,82.66,79.75,87.06,107.02
20230227,7.16,58.75,3.4,4.61,20.44,18.76,37.16,15.02,5.09,14.89,33.25,43.13,102.85,41.19,1810.41,18.83,44.32,30.7,22.82,26.24,19.12,53.74,283.75,9.09,30.5,45.51,6.91,44.2,26.28,27.96,9.52,16.82,14.2,2.92,47.8,30.76,4.29,27.4,35.69,5.6,12.48,2.96,5.21,197.31,11.41,41.95,81.9,81.56,85.45,104.02
20230228,7.18,58.64,3.41,4.66,20.65,18.73,37.31,15.09,5.28,15.03,33.7,43.5,104.26,41.9,1813.74,18.98,44.4,30.68,23.28,26.31,19.23,53.87,282.65,9.15,30.46,45.9,6.97,44.24,26.78,28,9.6,16.91,14.29,2.93,48.2,31.17,4.3,27.62,35.77,5.62,12.6,2.98,5.23,197.58,11.41,41.91,82.68,82.18,85.95,104.89
20230301,7.26,58.82,3.43,4.75,20.9,19.27,38.25,15.13,5.81,15.19,33.97,43.77,103.21,41.88,1838.53,19.15,45.28,31.24,25.61,26.17,19.26,54.36,284.3,9.26,31.12,46.18,7.04,44.14,26.9,28.06,9.96,17.16,14.46,2.93,49.99,32.22,4.3,28.7,37.1,5.75,12.79,3,5.28,196.85,11.98,42.08,83.82,82.2,86.54,104.5
20230302,7.27,58.9,3.43,4.85,20.88,19.3,38.25,14.92,5.95,15.21,33.77,43.19,106.33,41.24,1828,19.2,45.37,31.64,26.47,26,18.78,53.88,278.9,9.28,31.14,46.66,7.02,43.4,26.71,28.18,10.34,17.18,14.5,2.93,50.2,32.21,4.32,28.73,37.01,5.89,12.9,3.02,5.36,195.52,12.1,41.69,83.45,81.6,86.11,105.19
20230303,7.35,59.44,3.46,5.02,21.17,19.29,38.25,15.06,6.07,15.28,33.87,43.4,106.01,41.21,1818.04,19.23,45.49,31.72,25.96,25.98,19.24,54.49,275.58,9.31,31.06,47.39,7.04,43.36,27.05,28.46,11.37,17.31,14.58,2.97,50.28,32.26,4.36,28.5,36.88,6.11,12.97,3.05,5.5,196.06,11.98,41.88,83.25,80.88,86.6,105.75
20230306,7.33,58.9,3.44,5.1,20.69,18.54,37,14.76,6.05,15.2,33.61,43.42,104.1,42.05,1807.14,19.57,46.21,30.93,25.77,25.25,19.03,53.43,274.3,9.21,30.73,47.32,6.94,45.02,26.58,28.14,11.06,16.98,14.42,2.96,48.58,31.84,4.35,28.01,36.03,6.04,12.87,3.04,5.51,191.93,11.93,41.55,82,80.48,86,105.12
20230307,7.31,57.96,3.45,5.26,20.51,18.21,36.56,14.54,5.88,15.14,33.16,42.12,102.65,40.82,1788.3,19.71,44.08,30.36,24.98,24.78,18.64,51.94,266.65,9.11,29.94,46.31,6.81,44.44,26,28.87,10.51,17,14.27,3.01,47.91,30.97,4.39,27.4,35.49,6.03,12.68,3.08,5.64,188.6,11.98,41.54,81.2,77.8,83.46,101.27
20230308,7.31,58.34,3.44,5.31,20.36,18.28,36,14.6,6.07,15.09,32.75,41.96,100.99,40.28,1770.42,19.11,44.77,30.2,25.33,24.58,18.91,52.4,264.68,9.1,29.87,46.54,6.81,43.86,26.15,28.48,10.57,16.91,14.25,3.02,47.23,30.79,4.4,27.16,35.1,6.01,12.71,3.07,5.57,187.65,11.66,41.05,79.95,77.3,84.14,101.8
20230309,7.27,58.05,3.43,5.31,20.28,17.95,35.58,14.44,6,14.93,32.72,41.73,99.09,39.91,1770.02,19.13,45.59,29.69,25.49,24.15,19.05,51.91,263.49,9.08,29.55,46.09,6.75,43.02,25.86,28.55,11.15,16.83,14.21,3.01,46.64,30.55,4.38,26.84,35.06,5.92,12.63,3.09,5.57,184.49,11.56,40.16,80.75,75.22,83.36,102.19
20230310,7.15,56.89,3.4,5.21,19.99,17.78,35.03,14.29,5.74,14.26,32.37,41.86,98.24,39.23,1750,19.45,45.27,29.19,25.08,23.5,19.12,50.72,262.15,8.9,29.11,45.33,6.65,42.12,25.61,28.12,10.85,16.6,13.97,2.98,46,29.83,4.34,26.09,34.71,5.84,12.41,3.03,5.44,181.73,11.44,40.08,80.22,75.25,81.85,101.03
20230313,7.06,57.75,3.4,5.53,20.13,17.93,35.05,14.12,6.05,14.11,32.45,41.42,99,39.84,1762,20.05,46.99,29.24,27.59,24.11,18.96,51.5,271.2,8.94,29.47,46.29,6.65,41.99,25.75,29.02,11.61,16.56,14.14,3.01,46.5,30,4.4,26.97,35.32,6.11,12.46,3.06,5.68,186.81,12.16,40.54,78.97,76.66,82.78,101.5
20230314,7.02,57.33,3.38,5.52,19.86,17.43,34.58,14.15,6.18,14.05,32.04,41.48,98.21,39.1,1766,20.8,46.46,29.06,28.03,23.58,19.55,51.33,272.1,8.88,29.54,46.02,6.6,41.88,25.39,28.73,11.76,16.49,14.02,3.01,45.46,29.35,4.41,26.23,33.96,5.99,12.24,3.04,5.55,186.35,12.03,39.65,79.02,75.86,84.18,105.04
20230315,7.08,57.15,3.39,5.53,20.05,17.55,34.88,14.34,6,14.11,32.35,41.38,97.72,39.23,1750.92,20.59,46.09,29.63,27.42,23.7,19.33,50.6,268.1,8.92,29.19,45.66,6.63,42.24,25.6,28.84,12.07,16.58,14.14,3.04,45.95,29.71,4.46,26.43,34.33,6.18,12.32,3.08,5.65,182.95,11.82,39.5,78.3,75.1,84.2,104.96
20230317,7.11,55.55,3.39,5.68,20.16,17.47,34.36,14.41,6.15,14.21,31.88,40.82,97.42,38,1742,20.86,47.25,29.39,28.22,23.38,19.5,49.87,267.23,8.98,28.87,44.98,6.67,39.33,25.86,28.57,13.59,16.72,14.25,3.08,46.2,29.99,4.52,26.94,34.41,6.23,12.44,3.12,5.83,185.3,11.46,40.36,74.15,74.77,83.51,105.17
20230320,7.13,54.47,3.4,5.66,20.05,17.22,34.12,14.33,5.56,14.18,31.43,40.4,97.08,38.28,1729.6,21.8,45.19,29.14,25.4,23.08,19.74,53.58,266.23,8.66,28.54,44.58,6.6,39.21,25.73,28.83,14.88,16.62,14.25,3.1,45.58,29.6,4.51,27.53,34.33,6.12,12.35,3.1,5.77,182.67,11.8,39.52,74,74.52,86.98,107.82
