trade_date,600000.SH,600009.SH,600016.SH,600028.SH,600030.SH,600031.SH,600036.SH,600048.SH,600050.SH,600104.SH,600196.SH,600276.SH,600309.SH,600438.SH,600519.SH,600547.SH,600570.SH,600585.SH,600588.SH,600690.SH,600703.SH,600745.SH,600809.SH,600837.SH,600887.SH,600893.SH,600918.SH,601012.SH,601066.SH,601088.SH,601138.SH,601166.SH,601211.SH,601288.SH,601318.SH,601336.SH,601398.SH,601601.SH,601628.SH,601668.SH,601688.SH,601818.SH,601857.SH,601888.SH,601899.SH,601995.SH,603259.SH,603288.SH,603501.SH,603986.SH
20210210,10.69,58.18,5.16,4.17,27.87,47.93,54.55,13.83,4.09,21.93,50.31,109.2,140.42,54.06,2601,21.73,106.35,51.89,43.26,34.9,28.25,114.09,443.54,11.97,46.49,64.91,13.85,121.98,37.01,16.73,14.04,26.64,16.31,3.21,79.25,49.02,5.25,39.15,33.62,4.8,17.29,4.15,4.2,387.86,12.08,62.57,185,206.11,302.97,183.82
20210219,10.97,60.94,5.25,4.37,28.62,44.97,55.2,14.41,4.39,22.3,47.72,105.16,137.48,50.96,2460,22.39,97.81,54.66,41.45,32.6,30.28,112.77,423.81,12.33,48.24,63.38,14.52,117,37.78,18.11,14.19,26.75,16.82,3.23,84.2,53,5.24,42.31,35.3,4.98,17.78,4.26,4.32,371.9,13.64,62.19,172.98,191.18,304.28,195.91
20210222,10.71,60.91,5.25,4.65,27.77,43.28,54.2,14.7,4.48,22.3,47.01,100.01,135.35,50.05,2288.02,23.94,96.48,54.41,40.63,29.52,28.47,112.6,381.43,12.2,46.58,58.06,14.29,108.88,36.33,18.89,13.97,25.81,16.8,3.26,83,52.39,5.37,42.62,34.72,5,17.55,4.23,4.45,339,14.63,60.05,157.3,183.03,287.31,188
20210223,10.78,60.09,5.23,4.7,27.6,44.4,55.55,14.65,4.38,21.87,46.86,100.7,130.79,50.2,2307,24.08,95.87,52.5,39.25,30.48,28.04,108.6,372,12.14,45.01,60.36,14.15,111.27,36.11,18.36,13.79,26.41,16.7,3.25,84.32,53.51,5.38,44.74,35.4,4.95,17.36,4.22,4.48,332.78,13.85,59.65,155,182.8,294,183.2
20210224,10.6,60.95,5.19,4.56,27.42,42.85,53.6,14.82,4.36,21.31,45.8,99.7,128.82,47.23,2189,23.1,93.2,53.19,39.16,30,29.19,107.58,346.55,12.17,44.2,61.74,14.23,104,35.69,18.13,14.05,25.71,16.82,3.22,83.78,53.16,5.3,43,34.63,4.94,17.38,4.13,4.36,314.63,13.1,59.29,148.32,177.19,290,194.33
20210225,10.8,63.04,5.25,4.66,27.73,43.15,54.45,16.07,4.41,21.65,45.8,101.05,133.35,47.66,2150,22.79,91.5,54.55,38,30.1,29.33,103.24,337,12.3,44.1,64.23,14.19,104,36.01,18.52,13.92,26.21,16.87,3.27,87.14,54.42,5.44,46,35.36,5.13,17.48,4.22,4.43,319.1,12.98,59.49,147.2,175.68,285.5,196.41
20210226,10.54,61.88,5.18,4.51,27.25,41.11,51.1,15.54,4.33,21.25,46.04,101.8,130.8,46.98,2122.78,22.21,87.4,53.34,36.9,28.92,29.94,100.82,313.1,12.09,43.22,60.18,13.87,104.46,35.32,17.75,13.81,24.68,16.66,3.26,85.18,52.09,5.37,44.19,33.16,5.05,17.17,4.1,4.36,307.91,12.19,57.8,143.68,172.7,282.98,192.5
20210301,10.58,61.18,5.17,4.57,25.62,44.25,50.39,16.08,4.48,21.22,46.22,100.31,130.14,47.5,2158,22.36,90.36,53.14,37.68,29.63,31.19,104.3,310.52,12.02,43.8,62.85,13.87,109.41,35.45,17.82,13.85,24.91,16.56,3.25,84.84,51.86,5.34,43.56,33.06,5.06,17.07,4.04,4.37,324.56,12.32,58.2,148.66,172.48,290.47,202.8
20210302,10.47,59.71,5.14,4.38,25.16,43.5,49.55,16.02,4.38,20.89,45.01,98.35,122.42,46.84,2058,22.41,90.68,53.44,35.56,29.55,32.15,103.29,308.82,11.94,43,66.08,14.21,109.99,35.92,17.98,13.58,24.87,16.37,3.21,83.23,51.7,5.29,44,33.1,4.99,16.97,4.02,4.27,316.1,11.75,56.92,142,169.63,295,204.66
20210303,10.92,60.37,5.22,4.46,25.37,43.25,52.77,16.08,4.44,21.17,44.73,101.35,125.85,43.1,2140,22.49,92.35,54.28,35.8,29.44,31.82,107.14,316.52,12.13,43.67,65.85,14.25,108,36.46,18.36,13.9,25.97,16.6,3.28,86.75,54.98,5.45,45.31,34.03,5.02,17.24,4.14,4.31,324.5,12.32,57.64,145.71,171.16,297.02,199
20210304,10.88,60.03,5.22,4.45,24.81,40.99,52.4,15.62,4.41,20.72,42.7,100.5,114.32,38.79,2033,22.28,87.97,53.28,33.83,28.29,29.97,104.9,301.72,11.97,41.5,64.78,13.93,98.1,36.26,18.1,13.63,25.3,16.36,3.3,86.3,55.47,5.45,45.13,34.14,5.03,16.93,4.15,4.33,309.63,11.45,54.4,138.48,164.5,275.98,194.01
20210305,10.86,60.68,5.23,4.5,25.05,41.11,51.4,15.33,4.43,20.84,42.55,100.3,109.79,37.24,2060.11,22.16,89.06,51.21,33.11,28.14,29.11,106.15,310.78,12.12,41.46,59.27,14.23,99.44,37.32,18.18,13.75,24.8,16.47,3.35,84.5,53.33,5.57,43.08,33.33,5.03,17.26,4.14,4.42,305.88,11,55.12,135.58,166.5,264.9,194.78
20210308,10.75,58.79,5.2,4.56,24.54,39.71,49.93,15.18,4.5,20.45,40.3,92.12,107.89,33.78,1960,22.16,84.54,51.1,33.1,28,28.64,104.75,279.7,11.96,39.8,53.34,13.94,89.5,35.92,18.01,13.7,23.77,16.34,3.36,84.95,52.97,5.53,42.93,32.94,4.99,17.16,4.12,4.51,278.99,10.67,51.28,125.11,158.55,257.8,181
20210309,10.73,57.46,5.18,4.52,23.75,36.89,48.5,15.06,4.4,20.46,39.69,91.78,104.02,32.4,1936.99,21.54,85.3,50.52,34.47,28.14,26.92,101.99,257.9,11.83,37.95,48.25,13.37,84,34.1,18.12,13.9,23.21,16.08,3.33,84.05,52.51,5.46,42.16,32.97,5.01,16.98,4.07,4.47,282.29,10.71,47.99,126.21,153.67,247.98,173.42
20210310,10.72,57.61,5.19,4.42,23.69,37.85,49.25,14.9,4.38,19.98,38.8,93.4,108.93,33.08,1970.01,21.29,84.77,51.01,33.97,28.97,26.93,100,283.69,11.72,38.42,48.48,13.34,85,32.89,17.97,13.73,22.89,16.02,3.36,83.28,50.99,5.4,41.4,31.6,4.95,16.89,4.03,4.39,299.62,10.49,48.04,133.99,154.3,251.39,171.06
20210311,10.9,58.77,5.23,4.48,24.03,38.15,51.97,15,4.42,20.07,39.47,93.48,110.75,34.58,2048,22.16,85.83,53.18,34.05,29.37,27.8,101.66,300.99,11.81,39.3,49.35,13.48,88.99,33.21,18.28,13.67,23.79,16.17,3.38,86.36,52.02,5.48,42.1,32.16,4.99,17.06,4.11,4.44,301.78,11.54,49.15,139.5,157.6,260.13,173.74
20210312,10.9,60.15,5.26,4.48,23.78,37.77,53.32,15.18,4.48,20.34,39.79,92.19,116.33,33.69,2026,21.78,87.8,54.42,33.13,29.99,27.11,99.06,312.8,11.87,39.48,48.21,13.42,91.08,32.88,18.57,13.53,23.92,16.21,3.38,85.55,51.39,5.44,41.67,32.05,5.12,17.01,4.23,4.45,309.41,11.35,49.52,139.84,155.4,258.52,169
20210315,11.12,60.73,5.28,4.61,23.26,35.88,53.11,14.98,4.54,20.08,39.94,89.59,113.28,31.1,1975.45,21.91,87.7,53.85,32.21,28.97,26.46,94,285.66,11.77,38.28,47.16,13.09,81.97,31.66,19.2,13.32,24.09,16.13,3.42,85.11,51.63,5.55,41.5,31.81,5.18,16.78,4.26,4.51,297.8,11.25,47.1,129.21,149.3,243.1,153.37
20210316,11.11,62.3,5.29,4.55,23.4,35.2,54.32,15.58,4.57,20.31,39.83,89.19,117.19,31.19,2010.5,22.01,85.73,54,32.9,29.49,23.81,96.86,302.03,11.83,39.02,46.48,13.14,81.6,31.63,19.04,13.47,24.61,16.22,3.41,85.4,52.04,5.6,43.12,32.6,5.19,16.76,4.26,4.47,296.57,11.11,47.62,130.5,151.95,248.06,155.52
20210317,10.92,61.85,5.24,4.46,23.64,36.33,53.4,15.32,4.5,20.52,39.89,88.62,118,31.76,2030.36,22.05,89.5,53.07,32.98,30.4,24.42,103.05,306.85,11.81,39.59,47.31,13.3,82.66,31.75,18.97,13.55,23.98,16.19,3.4,82.54,49.9,5.53,41.58,31.98,5.16,16.78,4.22,4.44,308.07,11.09,47.8,130.3,152.87,258.2,168.88
20210319,10.65,59.8,5.13,4.26,23.98,36.03,51.76,14.66,4.37,20.04,39.65,88.05,115.24,30.83,2010,22.15,85.01,51.56,32.42,29.67,23.07,97.79,313,11.71,38.96,48.62,13.3,78.96,31.63,18.7,13.5,23.22,16.11,3.34,79.64,49.03,5.36,38.55,31.08,5.05,16.65,4.08,4.32,306.56,10.83,48.7,126.31,152.05,258.43,170
20210322,10.75,60.34,5.22,4.29,24.15,36.81,53.78,14.68,4.39,20.51,39.91,88.11,110.3,31.42,1989.99,22.01,87.39,51.98,34.1,29.97,24.27,97.33,315.8,11.86,39.25,47.93,13.68,80.05,32.13,18.71,13.55,23.63,16.29,3.39,79.82,49.11,5.42,37.94,31.56,5.21,16.99,4.13,4.36,311.65,10.66,50.46,124.3,151.66,255.55,169.52
20210323,10.78,58.85,5.23,4.26,24.06,35.78,53.48,14.51,4.3,20.35,39.97,87.65,108,31.02,1996,21.85,84.39,51.68,33.93,29.6,24.35,99.5,314.91,11.9,38.96,47.38,13.87,78.57,32.58,18.13,13.65,23.36,16.37,3.39,80.05,49.14,5.4,38.2,31.94,5.15,17.18,4.11,4.32,300.02,10.13,50.67,123.31,148.5,253.56,168.2
20210324,10.68,58.26,5.21,4.22,24.04,33.99,52.2,14.32,4.23,20.18,37.66,86.52,101.36,30.12,1989,21.8,82.78,50.73,33.82,29.2,23.5,98.21,318,11.92,39.1,44.55,14.21,76.79,32.62,17.78,13.86,22.56,16.38,3.4,79.01,48.11,5.41,37.16,31.77,5.15,17.14,4.08,4.27,295.04,9.36,52.36,123.32,146.51,245.7,166.96
20210325,10.63,57.93,5.18,4.23,23.9,34,51.01,14.34,4.23,19.95,38.68,87.23,103.88,30.66,1971,21.69,82.76,50.9,34.32,28.9,23.32,96.5,318.8,11.09,39.24,45.39,13.89,77,32.23,18.1,13.82,22.71,16.34,3.34,79.2,48.75,5.36,37.5,31.41,5.17,17.16,4.05,4.28,299,9.56,51.05,129.86,147.91,254.07,169.74
20210326,10.62,58.75,5.18,4.24,23.98,35.68,51.6,14.35,4.25,20.1,39.16,91.22,108.23,32.03,2013,21.74,84.55,51.33,35.2,29.68,23.68,99.17,335.56,11.09,40.38,46.76,13.83,80.42,32.24,18.13,14.04,23.23,16.4,3.33,80.01,49.85,5.35,38.51,32.2,5.14,17.18,4.07,4.29,313.43,9.91,50.92,136.16,150.45,257.91,170.93
20210329,10.48,59.2,5.24,4.29,24.26,35.86,50.94,14.36,4.24,19.88,39.12,90.53,111.19,31.33,2034.1,21.59,82.3,51.68,34.93,30.29,23.65,98.4,342.39,11.15,40.4,47.75,13.71,80.2,32.37,19.94,13.65,23.19,16.46,3.38,79.13,49.62,5.46,38.68,32.11,5.16,17.24,4.08,4.3,315.85,9.93,50.99,136.66,152.06,262.8,172.35
20210330,11.01,58.93,5.27,4.32,24.26,37.03,51.56,14.39,4.23,19.79,39.21,93.6,111.25,33.08,2056.05,21.39,83.32,51.6,36.4,29.99,23.91,99.53,342.35,11.09,40.26,50.65,13.72,87.62,32.44,20.39,14.36,23.22,16.38,3.38,79.37,48.88,5.48,38.36,32.06,5.11,17.28,4.09,4.3,317.88,9.93,51.07,143.37,157.58,259.17,169.11
20210331,10.99,57.9,5.05,4.33,23.89,34.15,51.1,14.23,4.27,19.67,39.79,92.09,105.6,32.74,2009,21.31,84,51.22,35.71,31.18,23.28,98,332.8,11.07,40.03,45.59,13.34,88,31.81,20.1,14.37,24.09,16.24,3.4,78.7,48.55,5.54,37.84,31.82,5.19,16.96,4.08,4.3,306.08,9.62,49,140.2,159.8,256.72,170.88
20210401,10.89,58.3,5.01,4.3,24.16,34.9,51.05,14.15,4.28,19.8,40.15,93.85,107.76,33.11,2044.5,21.37,84.6,51.42,35.48,32.36,24.65,99.42,342.88,11.11,40.3,45.14,13.38,89.62,32.15,19.88,14.42,24.07,16.39,3.38,79.2,48.88,5.5,38.35,32.2,5.22,17.04,4.07,4.28,321.95,9.74,49.45,144.52,165.42,273.3,175.03
20210402,10.76,58.48,4.99,4.32,24.13,35.27,50.95,14.2,4.28,19.9,40.71,92.68,111.5,33.5,2162,21.43,84.78,51.33,35.21,32.13,26.02,104.65,368.29,11.05,40.5,45.79,13.49,88.89,32.19,19.78,14.15,23.38,16.34,3.35,78.88,48.6,5.42,38.05,32.27,5.2,16.96,4.02,4.28,333.5,10.13,51.13,146.88,170.4,286.91,182.51
20210406,10.7,58.88,4.97,4.29,24.15,34.9,50.99,14.2,4.26,20.07,40.45,90.9,107.24,34.13,2126.03,21.22,86,51.1,36.42,31.85,25.38,102.85,368.1,11.09,40.78,46.2,13.46,93.19,32.8,19.5,14.16,23.7,16.46,3.34,79.03,48.71,5.42,37.53,32.24,5.17,16.96,4.02,4.25,317.2,10.15,51.3,141.34,167.33,286.1,180.05
20210407,10.65,59.12,4.93,4.36,24.05,34.94,50.43,14.27,4.26,20.11,40.21,90.68,106.93,33,2061,21.29,84.35,51.63,35.96,32.2,24.96,100.59,346.05,11.1,39.54,45.6,13.55,89.12,32.31,19.52,14.38,23.3,16.49,3.35,78.45,48.02,5.45,35.72,31.77,5.2,16.92,4,4.27,311.9,10.24,50.74,141.65,170.23,294.2,182.22
20210408,10.66,58.31,4.94,4.36,23.99,34.38,50.5,14.15,4.23,20.33,42.05,92.44,109.12,32.78,2070,21.43,84.2,51.18,35.99,32.37,24.78,99.95,365,11.09,40.97,45.45,13.57,87.71,32.15,19.52,14.36,23.28,16.43,3.34,78.63,48.13,5.44,36.33,31.99,5.14,16.87,3.99,4.26,312.28,10.53,51.43,146.2,175.4,297.47,182.2
20210409,10.59,57.42,4.94,4.39,23.6,33.4,50.25,13.99,4.19,20.03,40.77,91.2,106.9,32.19,2020,21.35,82.84,50.66,36.28,32.02,24.5,97.4,348,11.07,39.8,44.08,13.37,83.77,31.36,19.51,14.06,23.24,16.32,3.36,77.16,47.24,5.42,35.56,31.25,5.14,16.79,3.96,4.27,301.6,10.29,50.11,139.59,171.79,293.12,182
20210412,10.73,56.4,4.95,4.39,23.3,31.21,50.46,14.28,4.17,20.03,41.46,89.53,100.07,31.08,2008.89,21.02,81.78,50.22,34.66,31.71,23.56,96.55,350.7,10.94,39.31,41.78,13.13,81.49,29.65,19.6,14.06,22.82,16.17,3.4,77.16,46.65,5.48,34.85,31.15,5.21,16.64,3.96,4.28,295.39,9.68,47.96,132.72,168.85,289.74,183.9
20210413,10.76,56.95,4.96,4.33,23.37,31.32,50.32,14.33,4.14,19.84,41.29,88.98,104.43,30.96,2021,19.83,81.08,50.01,35.18,31.28,23.44,96.75,346,10.82,39.8,41.5,13.24,81.6,29.87,19.32,14.49,22.58,16.06,3.39,76.56,46.72,5.51,34.58,30.67,5.18,16.61,3.97,4.25,265.85,9.7,48.11,134.5,170.6,287.7,180.3
20210414,10.59,56.57,4.94,4.35,23.58,31.53,49.7,14.34,4.15,19.95,40.91,85.52,105.31,31.9,2047,19.99,82.2,50.34,36.15,31.8,23.76,96.88,353.02,10.93,39.68,42.37,13.33,82.13,30.38,19.53,14.5,21.69,16.11,3.35,77.15,46.6,5.45,34.75,30.65,5.2,16.77,3.92,4.25,288.2,9.93,48.48,135.5,169.63,282.85,182.71
20210416,10.54,55.93,4.94,4.45,23.67,31.84,49.74,14.49,4.2,20.48,42.93,80.62,103.55,31.67,2054.98,20.17,82.3,50.39,35.96,31.47,23.45,96.33,351,10.88,39.02,41.85,13.12,85.35,29.99,19.82,14.4,20.89,16.01,3.35,75.7,46.82,5.43,34.74,30.63,5.22,16.79,3.91,4.31,285.85,10.23,48.07,134.65,167,279.79,174
20210419,10.58,56.81,4.95,4.42,24.02,32.9,51.77,14.57,4.23,21.35,45.45,82.09,107.94,33.48,2088,20.36,86.48,50.78,36.72,31.99,25,98.54,354.52,11.1,40.1,43.05,13.35,89.61,30.7,19.85,14.71,21.03,16.25,3.35,76.18,47.41,5.44,34.76,31.02,5.25,17.06,3.94,4.29,294.5,10.65,50.01,136,169.24,293.25,170.6
20210420,10.5,56.43,4.94,4.4,23.77,32.33,51.99,14.12,4.21,20.56,44.48,80.31,112.02,34.01,2094.8,20.21,87.7,50.5,36.4,32.63,24.4,96.77,359.15,10.98,40,43.26,13.18,92.4,31.11,19.89,14.38,21.33,16.14,3.33,76,47,5.39,34.23,30.59,5.24,16.94,3.92,4.27,292.99,10.74,51.3,140,167.96,292.01,171.8
20210421,10.58,57.09,4.93,4.28,23.6,31.9,52.89,14.16,4.17,20.08,45.99,83.18,111.82,33.95,2080,20.24,86.52,50.2,35.99,32.9,24.63,95.78,382.24,10.9,39.67,42.68,13.15,92.44,30.81,19.69,14.42,22,16.08,3.33,75.62,47.3,5.37,33.81,30.78,5.17,16.83,3.91,4.23,298.66,10.55,52.28,141.45,167.85,291.8,170.36
20210422,10.43,56.35,4.87,4.26,23.48,31.67,52.61,14.21,4.23,20.1,46.26,82.2,109.6,34.19,2055.5,20.19,88.46,50.12,35.61,32.39,24.81,96.9,388,10.91,39.98,42.98,13.13,90.61,30.8,19.93,14.18,21.61,16.05,3.3,74.37,47.26,5.33,33.8,31.33,5.14,16.8,3.88,4.17,296,10.6,51.79,140.59,163.6,295.2,170.7
20210423,10.43,56.36,4.86,4.23,23.4,32.93,53.3,14.12,4.19,19.94,48.29,83,111.12,35.4,2108.94,20.1,88.3,50.05,35.73,32.47,24.96,96.56,390.49,10.84,40.51,42.56,13.06,91.99,29.98,19.55,14.18,21.87,15.98,3.26,74.26,47.15,5.29,33.59,32.11,5.09,16.71,3.89,4.17,299.29,10.78,52.54,150.12,170.8,298.5,175.07
20210426,10.3,53.25,4.82,4.21,23.05,31.85,52.07,14,4.2,19.83,49.48,81.52,108.75,34.49,2077.82,20.01,86.82,49.57,33.83,32.47,24.99,94.94,391.48,10.74,39.62,42.93,12.13,91.48,28.8,19.24,14.35,21.55,15.71,3.24,72.89,45.78,5.27,32.62,31.03,5.02,16.41,3.85,4.17,298.44,11.15,49.64,147.18,162.01,291.26,184.05
20210427,10.27,49.6,4.74,4.2,22.75,31.36,52.07,14.12,4.22,19.59,48.68,83.05,107.41,34.2,2094.44,19.66,90.29,48.88,34.86,32.5,24.42,85.45,406.28,10.69,39.73,41.26,11.58,91.88,29.07,19.1,14.42,21.74,15.58,3.23,73.27,46.36,5.24,33.3,32.32,4.98,15.96,3.82,4.14,306.98,11.29,49.13,152.11,163.33,293.78,185.99
20210428,10.25,50,4.68,4.24,22.88,31.52,51.76,14.13,4.26,19.43,53.55,82.86,108.48,34.39,2042,19.33,93.35,49.46,34.94,33.1,23.91,87.94,429.05,10.64,39.25,42.19,11.48,94.53,28.74,19.5,14.55,21.5,15.64,3.22,72.81,47.37,5.2,33.54,32.86,4.97,15.52,3.82,4.17,310,11.09,49.23,156.33,161.5,298.96,195.77
20210429,10.54,49.09,4.75,4.28,23.79,31.71,53.28,14.18,4.26,19.75,54.76,82.35,105.49,34.07,2026.36,19.72,94.57,49.74,33.85,32.98,24.88,86.54,416,11.07,42.08,41.95,11.54,94.1,29.04,19.63,14.7,22.21,17.03,3.23,73.82,48.35,5.22,33.78,33.62,5,16.03,3.84,4.2,310.32,11.36,51.62,160,166,304.92,193.8
20210430,10.05,49.14,4.7,4.28,23.85,30.88,52.7,14,4.25,20.06,60.24,84.1,102.74,35.23,2006.78,19.36,91.89,49.03,33.2,33.13,25.1,85.3,410.25,11.07,40.95,37.89,10.63,99.4,28.61,19.21,13.76,21.74,16.56,3.2,72.5,48.61,5.13,32.89,33.07,4.94,15.92,3.78,4.25,311.99,11.03,49.93,158.75,169.5,302.51,193.23
20210506,10.1,46.7,4.7,4.37,24,30.18,53.67,13.96,4.28,20.27,54.22,82.12,104.88,36.57,1959,19.64,90.03,49.38,32.7,32.95,24.5,82.95,406.36,11.1,39.65,39.37,10.52,100,27.79,19.79,13.67,22.26,16.65,3.21,70.53,48.18,5.12,32.97,32.73,4.97,15.85,3.77,4.38,295.7,11.54,44.94,149.09,164.99,293.15,187.38
20210507,10.03,45.27,4.68,4.4,23.44,30.31,54.18,13.91,4.31,19.94,54.65,79.99,106.62,36,1903,20.82,87,50.24,32.3,31,23.98,82,401.22,11.08,38.61,38.51,10.17,96.73,26.57,20.02,13.45,22.65,16.58,3.25,70.1,47.76,5.22,32.27,32.61,4.99,15.84,3.79,4.44,288,11.92,42.64,143.09,159.09,264.26,177.95
20210510,9.95,44.44,4.61,4.5,23.77,29.69,53.9,13.74,4.35,20.28,60.12,80.33,103.66,38.58,1879.03,22.24,85.5,50.11,32.52,30.79,23.46,80.4,396,10.99,37.53,37.8,10.25,97.6,26.55,20.97,13.52,22,16.49,3.24,70.03,48.29,5.25,32.7,32.24,5,15.79,3.76,4.58,298.89,12.35,41.92,146.4,159.6,266.72,169.46
20210511,10.05,45.43,4.62,4.45,23.87,29,53.84,13.8,4.32,20.1,63.14,83.71,104.12,38.41,1959,21.7,85.03,49.43,32.6,30.3,23.85,81.21,407.79,11.17,38.39,39.43,10.43,96.2,27.19,20.53,13.49,22.35,16.64,3.26,70.28,48.7,5.23,32.46,32.99,5.02,15.93,3.79,4.56,299,11.58,42.54,149.98,168.05,270.95,166.05
20210512,10.12,45.56,4.64,4.5,23.94,28.74,53.69,13.48,4.31,20.64,63.21,83.18,105.83,38.71,1984,21.27,85.3,49.3,32.34,29.76,23.92,83.02,424.5,11.14,38.36,39.66,10.39,96.58,27.2,20.89,13.52,22.54,16.62,3.27,69.93,47.94,5.26,32.42,32.84,5.03,15.93,3.85,4.69,303,11.75,42.19,153.18,168.68,266.82,170.01
20210513,10.09,45.52,4.63,4.43,23.63,27.65,53.2,13.44,4.29,20.13,66.51,81.73,99.75,37.59,1971.5,20.69,84.1,49,31.24,28.5,23.7,82.32,425.06,11.11,38.77,39.15,10.32,94.5,27.2,20.19,13.38,22.58,16.57,3.27,69.14,47.5,5.24,32.16,32.52,5,15.84,3.85,4.69,295,11.08,41.99,154,170.6,264.8,167.4
20210514,10.19,46.35,4.68,4.39,25.44,29.08,54.98,13.63,4.34,20.37,70.3,83.83,103.4,37.4,2009.85,20.81,87.29,49.83,31.85,28.8,24.17,83.8,434.66,11.63,39.27,41.9,11.35,95.8,29.92,19.96,13.48,22.97,17.52,3.29,71.18,50.91,5.28,33.92,35.45,5.02,16.59,3.88,4.65,309.58,11.06,46.19,153.2,173.57,272,171.89
20210517,10.21,47.97,4.69,4.42,24.89,29.87,55.65,13.67,4.33,20.58,69.71,85.38,108.97,39.63,2057.96,21.19,88.71,50.32,34.63,29.43,24.86,86.5,443.27,11.32,39.66,41.47,11.1,99.35,30.25,20.2,13.3,22.81,16.95,3.27,70.37,49.95,5.27,33.81,34.57,5,16.28,3.87,4.66,319.39,11.45,48.58,161.43,136.45,274.84,174.1
20210518,10.22,48.28,4.68,4.53,24.77,29.62,55.95,13.73,4.4,20.4,63.9,85.73,108.44,39.48,2059.31,21.47,89,49.89,34.05,29.85,24.74,85.11,445,11.36,39.18,43.84,11.11,99.67,30.19,20.47,13.35,22.57,16.94,3.25,70.9,51.67,5.26,34.2,34.96,4.99,16.31,3.84,4.87,318.05,11.73,48.16,161.08,134.67,271.18,172.96
20210519,10.12,47.41,4.69,4.43,24.78,29.68,54.8,13.49,4.4,20.67,65,85.05,108.4,40.79,2049,21.53,89.8,49.51,34.45,29,24.67,86.4,438.67,11.23,38.8,43.6,11.06,100.66,30.49,20.3,13.21,21.56,16.81,3.24,69.97,50.98,5.21,33.76,34.43,4.94,16.16,3.84,4.8,326.52,11.42,48.81,158.6,132.96,277.18,175.2
20210521,10.09,47.16,4.68,4.36,24.61,28.89,54.11,13.26,4.37,20.19,63.5,82.17,103.5,39.3,2042.1,21.01,89.01,49.12,33.8,30.11,23.83,83.9,448,11.23,39,42.09,11.06,98.57,30.1,19.65,13.11,21.41,16.82,3.24,70.05,49.96,5.17,33.63,34.41,4.92,16.14,3.82,4.69,318,10.82,51.16,163.41,131.59,284.07,121.8
20210524,10.09,47.82,4.68,4.39,25.23,29.7,54.08,13.08,4.36,19.98,62.64,83.36,104.07,40.35,2071.29,21.12,91.85,49.01,35.26,30.08,24.52,83.57,447.22,11.38,39.11,42.35,11.19,96.26,30.87,19.58,12.55,21.65,17.19,3.24,69.94,50.22,5.19,33.73,34.83,4.86,16.33,3.8,4.62,320.29,10.62,54.28,164.1,132.3,275.37,119.72
20210525,10.32,49.33,4.74,4.43,26.23,29.8,57.55,13.47,4.4,20.23,64.3,86.25,109.19,39.98,2194.5,21.11,98.5,49.67,36.89,30.07,25.06,87.8,458.65,11.68,41.01,46.59,11.62,98,33.96,19.76,12.64,23.14,17.55,3.27,72.46,52.1,5.26,35.45,36.26,4.97,16.81,3.89,4.72,339.28,10.93,59.71,169,138.75,295.15,130.35
20210526,10.35,49.26,4.73,4.47,25.88,30.3,58.5,13.72,4.38,20.32,69.45,86.29,111.94,38.86,2220,21.85,97.17,49.68,36.6,31.17,24.71,86.14,449,11.64,41.05,48.7,11.49,95.96,34.45,19.83,12.56,23.48,17.4,3.28,72.38,51.79,5.26,35.45,36.59,4.97,16.78,3.87,4.68,339.99,11.06,59.77,167.63,137.1,290.99,129.6
20210527,10.29,49.45,4.74,4.47,25.92,31.03,57.95,13.76,4.39,20.3,67.49,86.31,111,38.44,2245,21.5,95.08,49.53,36.44,31.18,27.18,89,443.5,11.6,40.7,48.84,11.55,95.12,34.42,19.98,12.62,23.02,17.29,3.27,72.9,51.44,5.26,35.12,36.45,4.96,16.83,3.87,4.64,344.54,11.14,60,169.2,138.01,293,133.88
20210528,10.35,49.37,4.72,4.47,26.18,30.5,58.5,13.58,4.34,20.38,68.75,85.85,109.3,38.37,2230,21.17,93.7,49.05,36.2,30.68,27.4,87.83,452.4,11.75,40.56,50.79,11.32,97.25,34.27,19.93,12.35,23.27,17.6,3.28,72.97,51.78,5.27,35.05,36.7,4.9,17.12,3.86,4.67,344.29,11.19,59.5,164.22,135.83,286.48,133.5
20210531,10.27,49.49,4.72,4.42,26.11,30.29,58.19,13.52,4.35,20.28,69.4,86.3,108.78,40.13,2218,21.37,93.88,49.03,36.25,30.17,27.67,87.55,462.87,11.7,40.49,53.99,11.27,102.1,34.01,19.98,12.42,23.11,17.9,3.26,71.8,50.96,5.21,34.4,36.4,4.89,17.17,3.83,4.62,334.5,11.23,62,167.2,137.26,300.99,135.27
20210601,10.19,50,4.69,4.47,25.77,31.62,57.36,13.36,4.34,20.34,68.13,87.47,116.85,39.54,2240.95,21.52,91.8,48.75,35.34,29.95,28.03,87.6,459.98,11.71,40.26,53.06,11.09,101.1,33.32,20.07,12.43,22.6,17.54,3.25,71.13,50.51,5.18,33.29,35.24,4.91,16.87,3.81,4.71,334.12,11.44,59.93,175.8,138.96,301,136.08
20210602,10.22,50.04,4.69,4.49,25.2,31.12,57.58,13.46,4.33,20.4,67.42,84.36,116.29,38.41,2222,20.87,89.18,48.35,33.7,30.3,27.3,85.49,454.5,11.54,39.46,52.1,11.06,101.29,32.65,20.16,12.22,22.36,17.35,3.29,70.87,49.48,5.19,33.52,35.41,4.9,16.6,3.8,4.71,325.3,11.18,56.92,175.93,138.02,298,138.33
